AngleServo,ax,ay,az,gx,gy,gz,temp,Deviation,V1,V2
84,-0.366,-1.755,-0.496,0.630,0.000,0.000,27.462,0.75,190,190
84,10.345,5.066,131.683,0.000,0.000,0.000,27.569,0.1,200,190
84,-3.906,-5.249,146.416,-0.126,-0.126,-0.125,27.800,0,202,190
84,5.859,5.219,148.560,-0.126,-0.126,-0.126,27.800,0,204,192
84,23.224,-9.521,122.047,-0.031,-0.031,-0.031,27.800,0,206,194
84,20.721,2.258,116.058,0.000,0.000,0.000,27.569,0,220,208
84,18.463,-15.015,128.899,0.000,0.000,0.000,27.508,0,225,213
84,-1.495,5.280,187.492,0.000,0.000,0.000,27.523,0,230,218
84,11.505,-1.923,130.463,-0.008,0.000,0.000,27.569,-1.3,200,185
84,22.980,-7.362,-0.008,0.000,0.000,0.000,27.800,-1.1,180,205
84,30.243,5.821,-7.851,-0.063,-0.063,-0.063,27.800,-0.7,190,225
82,16.937,-4.089,115.051,-0.031,-0.031,-0.031,27.800,0.1,180,180
82,-13.680,140.656,-224.609,0.000,0.000,0.000,27.569,0.75,185,180
82,12.665,-14.313,148.430,0.000,0.000,0.000,27.523,-0.2,188,180
82,14.862,-12.878,143.028,-0.063,-0.063,-0.063,27.446,-0.25,192,180
82,27.557,3.143,116.692,-0.031,-0.031,-0.031,27.108,0,187,180
82,15.015,-15.045,135.010,0.003,-0.022,0.077,26.816,0,189,182
82,13.031,-3.326,140.617,0.000,0.000,0.000,-23.618,0,191,184
82,12.115,226.540,-3.929,-0.031,-0.031,-0.031,26.078,0,195,188
82,13.855,-18.341,134.216,0.000,0.000,0.000,26.078,0,197,190
82,39.063,-26.184,180.725,0.000,0.000,0.000,23.864,0,227,220
82,-10.193,-4.364,145.203,-0.026,0.003,0.037,25.340,0.35,190,197
82,-11.841,-17.792,124.985,-0.016,-0.016,-0.016,23.864,0.5,190,200
80,21.881,-20.477,112.976,0.000,0.000,0.000,23.864,0.75,180,180
80,21.667,5.005,121.033,0.000,0.000,0.000,23.864,0.7,185,180
80,24.719,3.815,121.086,0.000,0.000,0.000,23.894,0.5,190,180
80,11.475,-11.322,148.430,0.000,0.000,0.000,23.987,-0.1,197,180
80,25.848,-8.392,115.967,0.000,0.000,0.000,24.140,0,195,180
80,25.726,4.333,121.071,-0.031,-0.031,-0.031,23.848,0,200,185
80,10.223,-17.090,114.380,0.020,-0.056,0.126,23.756,0,204,189
80,25.604,5.280,113.739,-0.046,0.040,0.025,23.802,0,210,195
80,15.198,13.947,133.781,0.000,0.000,0.000,23.910,0,225,210
80,11.658,-4.913,148.430,0.000,0.000,0.000,23.833,0,234,219
80,15.015,-14.679,140.930,0.000,0.000,0.000,25.832,-0.2,219,234
80,25.360,-85.487,-52.811,1.017,-0.126,-0.126,25.832,-0.1,210,225
80,-10.254,58.472,209.137,0.000,0.000,0.000,25.832,-2.5,230,200
94,13.672,-1.312,140.617,0.000,0.000,0.000,25.740,-2.5,180,180
94,-3.357,-7.172,135.284,-0.018,0.000,0.000,25.678,-2.25,180,185
94,7.477,-3.723,145.050,0.000,0.000,0.000,25.586,-2,180,190
94,18.097,3.540,117.676,-0.031,-0.031,-0.031,25.601,0,180,200
94,7.782,-13.885,144.524,0.000,0.000,0.000,24.356,0,185,205
94,2.472,-5.859,151.306,-0.031,-0.031,-0.031,24.110,0,188,208
94,2.716,-24.567,141.937,-0.126,-0.126,-0.126,23.126,0,192,212
94,13.672,-2.502,151.764,-0.126,-0.126,-0.126,22.634,0,202,222
94,12.787,25.024,138.847,0.000,0.000,0.000,21.896,0,222,242
94,10.078,-35.034,201.935,0.059,0.110,0.031,25.586,-3.2,242,222
94,7.141,-4.829,-3.929,-0.031,-0.031,-0.031,24.602,-2,180,207
94,13.672,-7.111,62.492,0.000,0.000,0.000,20.912,1,180,227
96,12.421,-7.202,145.508,-0.012,0.002,-0.028,20.173,-0.2,180,180
96,20.721,-12.970,119.354,-0.031,-0.016,-0.016,21.650,0.1,180,185
96,23.773,-0.305,113.525,-0.016,-0.016,-0.016,20.712,0,180,184
96,18.951,10.620,124.992,0.000,0.000,0.000,20.912,0,184,188
96,17.700,10.620,134.399,0.000,0.000,0.000,20.927,0,188,192
96,8.453,-13.123,113.464,0.000,0.000,0.000,20.912,0,197,201
96,60.150,-65.918,139.160,0.029,-0.048,-0.014,20.712,0,221,225
96,5.676,-1.648,161.102,-0.016,-0.016,-0.016,20.665,0,228,232
96,35.217,5.463,132.813,0.000,0.000,0.000,20.665,0,239,243
96,14.923,-4.089,124.992,0.000,0.000,0.000,27.062,0.5,185,193
96,14.771,-6.500,132.568,-0.041,0.040,-0.026,25.832,2.1,183,200
96,35.187,-14.404,141.594,0.000,0.000,0.000,20.665,0.7,210,222
96,10.101,-5.951,137.787,0.000,0.000,0.000,21.173,-2,220,207
96,10.864,-7.416,134.094,0.000,0.000,0.000,21.173,-4,234,224
96,29.694,-7.355,139.038,0.000,0.000,0.000,21.173,-3.8,250,245
98,10.345,-3.754,134.918,-0.029,-0.003,-0.005,28.538,-0.2,180,180
98,10.406,-4.791,134.155,-0.029,0.001,-0.004,27.308,0.2,180,183
98,-2.472,-1.038,141.380,-0.031,-0.031,-0.031,24.663,-0.1,180,181
98,-20.935,-21.576,124.992,0.000,0.000,0.000,23.864,0,190,192
98,8.728,2.380,128.754,-0.030,0.005,-0.054,23.864,0,202,204
98,-19.531,-8.545,134.758,0.000,0.000,0.000,23.956,0,208,210
98,56.488,3.906,183.571,-0.031,-0.031,-0.031,24.002,0,217,219
98,16.724,-13.519,119.843,-0.016,-0.016,-0.016,24.048,0,220,222
98,-10.559,-31.708,94.841,0.000,0.000,0.000,25.586,0,220,222
98,45.563,7.294,140.617,0.000,0.000,0.000,24.602,0,230,232
98,27.161,9.033,139.641,0.000,0.000,0.000,23.864,-0.3,200,215
98,-7.416,-2.625,149.963,-0.079,-0.055,-0.113,22.388,2.1,190,215
98,5.890,-2.472,132.813,0.000,0.000,0.000,22.634,-1.7,220,200
98,9.949,-6.104,133.415,-0.126,-0.126,-0.126,22.572,-1.25,240,225
98,10.498,-6.531,135.010,0.000,0.004,-0.502,22.526,-1,240,230
98,-1.068,-5.402,156.242,0.000,0.000,0.000,22.464,1.2,192,212
100,10.681,-6.226,135.345,0.000,0.000,0.000,22.603,1.8,180,180
100,11.414,-6.866,135.193,0.000,0.000,0.000,22.618,0.8,185,180
100,-1.678,-13.031,148.163,-0.016,-0.016,-0.016,22.726,1.1,190,180
100,132.828,27.306,-39.063,0.000,0.000,0.000,22.634,1,180,187
100,9.888,-12.146,147.583,-0.126,-0.126,-0.126,22.834,0.4,180,183
100,15.228,-5.127,134.758,0.000,0.000,0.000,22.680,1.2,190,195
100,4.517,2.350,150.696,-0.016,-0.016,-0.016,22.803,1,190,185
100,31.097,-10.010,116.272,-0.126,-0.126,-0.126,26.939,0.3,195,180
100,13.672,0.763,152.252,0.000,0.000,0.000,27.308,0.1,200,180
100,-42.976,105.461,128.906,0.250,0.000,0.000,27.246,0,203,180
100,14.191,-7.813,120.422,-0.063,-0.063,-0.063,27.277,0,206,183
100,12.115,-0.305,148.399,-0.063,-0.063,-0.063,27.369,0,211,188
100,0.427,-3.967,131.409,-0.021,-0.010,-0.030,27.293,0,214,191
100,13.824,12.299,139.679,-0.028,0.042,-0.068,27.277,0,240,217
100,-8.362,35.431,177.399,-0.059,-0.164,0.014,27.385,0,245,222
100,10.345,12.878,181.633,0.000,0.000,0.000,27.416,1,215,245
100,14.252,-22.827,116.547,-0.016,-0.016,-0.016,27.308,0.1,218,234
102,17.639,-9.430,105.232,-0.016,-0.016,-0.016,21.896,1.9,180,180
102,10.284,-7.172,138.458,-0.021,-0.016,-0.016,22.142,1.1,180,185
102,17.944,-7.111,114.197,0.000,0.000,0.000,22.880,2.1,180,188
102,7.477,-5.432,140.503,-0.026,-0.020,-0.039,22.649,2,180,178
102,6.287,-2.869,143.974,0.000,0.000,0.000,21.404,0,201,185
102,3.296,2.319,164.734,-0.023,0.000,0.000,20.419,0,206,190
102,9.460,-10.010,165.192,-0.030,0.030,-0.052,23.141,0,211,195
102,0.000,-7.172,134.613,-0.031,-0.031,-0.031,20.665,0,217,201
102,11.292,-7.263,134.064,-0.016,-0.016,-0.016,20.665,0,227,211
102,104.614,-39.459,155.731,0.000,0.000,0.000,22.649,0,247,231
102,0.641,-6.531,136.993,0.000,0.000,0.000,22.649,1.5,190,180
102,11.505,-7.446,135.345,0.000,0.000,0.000,22.649,1.5,195,188
102,-11.292,-117.210,-3.929,-0.031,-0.031,-0.031,23.141,0.1,213,200
102,11.536,-10.071,129.547,-0.044,-0.001,-0.072,27.308,2.3,180,215
102,6.287,0.397,150.818,-0.033,0.023,-0.063,27.308,1.8,193,221
102,24.689,49.194,234.375,-0.134,0.019,-0.105,27.308,0.1,205,211
104,4.608,-8.881,143.463,-0.016,-0.016,-0.016,26.324,1.5,180,180
104,1.923,-11.017,130.859,-0.063,-0.063,-0.078,25.586,2,185,180
104,26.306,-5.829,117.180,0.000,0.000,0.000,25.586,1.75,182,187
104,7.965,-7.324,147.682,-0.031,-0.031,-0.031,25.832,0.75,193,203
104,24.658,-41.260,134.758,0.000,0.000,0.000,24.602,1.1,195,209
104,15.656,-43.053,115.234,0.002,0.000,0.000,24.756,0.4,198,205
104,15.839,-16.541,121.643,-0.016,-0.016,-0.016,24.325,0,200,205
104,35.614,-34.607,114.868,0.000,0.000,0.000,24.494,0,210,215
104,31.616,-11.749,117.073,-0.016,-0.016,-0.016,24.494,0,216,221
104,31.189,-16.357,142.609,-0.061,-0.031,-0.031,23.633,0,225,230
104,35.248,0.458,101.555,0.000,0.000,0.000,23.372,0,233,238
104,38.116,-13.000,89.661,-0.126,-0.126,-0.126,23.372,0,238,242
104,44.861,9.857,165.161,0.093,-0.278,-0.183,23.126,0,245,250
104,-4.395,12.344,168.884,-0.068,0.019,-0.106,22.880,0.4,250,245
104,21.545,11.475,150.383,0.000,0.000,0.000,22.634,0.2,235,221
104,-9.094,-1.740,95.451,0.000,0.000,0.000,23.141,0.1,222,201
106,10.712,-3.204,78.339,-0.029,-0.031,-0.031,23.218,1,180,180
106,1.282,-10.040,66.872,-0.016,-0.016,-0.016,22.834,2,180,185
106,15.259,6.470,48.859,0.000,0.000,0.000,23.064,1.7,185,188
106,2.350,-1.038,60.547,-0.014,0.008,-0.085,23.433,1.9,195,182
106,8.492,-0.984,-1.953,0.098,-0.016,-0.016,23.802,1,221,200
106,-13.794,1.465,93.201,-0.037,-0.020,0.000,24.002,0,225,200
106,13.336,-7.599,76.782,0.000,0.000,0.000,23.679,0,205,180
106,23.163,-17.181,156.242,0.000,0.000,0.000,23.372,0,208,183
106,27.161,-11.261,117.554,-0.051,0.000,0.000,23.418,0,213,188
106,16.174,0.824,138.031,-0.031,-0.031,-0.032,24.310,0,216,191
106,1.312,38.452,161.102,-0.111,0.037,-0.083,23.587,0,235,210
106,5.035,1.343,187.492,0.000,0.000,0.000,23.387,0,250,235
106,21.332,-10.498,125.916,0.000,0.000,0.000,23.372,1.7,189,214
106,16.693,-9.308,119.659,-0.016,-0.016,-0.016,23.433,1,182,195
106,-10.193,-12.207,136.993,0.046,0.042,-0.105,23.341,2,180,190
108,5.157,-3.052,121.307,0.027,0.006,-0.062,23.233,1.75,180,180
108,-10.254,-1.678,140.167,0.000,0.028,-0.088,23.279,2.75,180,185
108,-4.364,-8.179,132.660,-0.023,0.000,-0.075,23.372,1.9,185,188
108,-6.897,-21.393,123.108,0.017,0.002,-0.125,23.295,0.15,193,181
108,-4.608,-5.157,127.228,-0.126,-0.126,-0.126,23.387,0,198,184
108,12.207,-23.102,105.530,0.000,0.000,0.000,23.402,0,202,188
108,-3.906,-4.303,142.540,-0.063,-0.063,-0.063,23.341,0,208,194
108,1.312,-11.414,133.362,-0.003,-0.031,-0.031,23.295,0,218,204
108,-3.784,-25.238,159.126,0.000,0.000,0.000,23.326,0,229,215
108,-3.784,-25.238,159.126,0.000,0.000,0.000,23.433,0,229,215
108,-7.416,-0.702,173.615,0.000,0.000,0.000,23.479,0,250,236
108,-2.167,-0.519,138.763,0.000,0.000,0.000,23.510,1,188,215
108,228.432,125.000,0.000,0.016,0.000,0.000,23.541,0.1,187,205
108,-6.866,137.695,-20.142,0.004,0.000,0.000,23.510,-0.3,209,200
108,-7.202,-7.629,138.611,-0.031,-0.031,-0.031,23.479,-0.4,230,219
