AngleServo,ax,ay,az,gx,gy,gz,temp,Deviation,V1,V2
8.4,0.586,0.522,14.856,-0.126,-0.126,-0.126,27.800,0,0.816,0.768
8.4,2.322,-0.952,12.205,-0.031,-0.031,-0.031,27.800,0,0.824,0.776
8.4,2.072,0.226,11.606,0.000,0.000,0.000,27.569,0,0.88,0.832
8.4,1.846,-1.501,12.890,0.000,0.000,0.000,27.508,0,0.9,0.852
8.4,-0.150,0.528,18.749,0.000,0.000,0.000,27.523,0,0.92,0.872
8.4,1.151,-0.192,13.046,-0.008,0.000,0.000,27.569,-13,0.8,0.74
8.4,2.298,-0.736,-0.001,0.000,0.000,0.000,27.800,-11,0.72,0.82
8.4,3.024,0.582,-0.785,-0.063,-0.063,-0.063,27.800,-7,0.76,0.9
8.2,1.694,-0.409,11.505,-0.031,-0.031,-0.031,27.800,1,0.72,0.72
8.2,-1.368,14.066,-22.461,0.000,0.000,0.000,27.569,7.5,0.74,0.72
8.2,1.266,-1.431,14.843,0.000,0.000,0.000,27.523,-2,0.752,0.72
8.2,1.486,-1.288,14.303,-0.063,-0.063,-0.063,27.446,-2.5,0.768,0.72
8.2,2.756,0.314,11.669,-0.031,-0.031,-0.031,27.108,0,0.748,0.72
8.2,1.501,-1.505,13.501,0.003,-0.022,0.077,26.816,0,0.756,0.728
8.2,1.303,-0.333,14.062,0.000,0.000,0.000,-23.618,0,0.764,0.736
8.2,1.212,22.654,-0.393,-0.031,-0.031,-0.031,26.078,0,0.78,0.752
8.2,1.385,-1.834,13.422,0.000,0.000,0.000,26.078,0,0.788,0.76
8.2,3.906,-2.618,18.073,0.000,0.000,0.000,23.864,0,0.908,0.88
8.2,-1.019,-0.436,14.520,-0.026,0.003,0.037,25.340,3.5,0.76,0.788
8.2,-1.184,-1.779,12.498,-0.016,-0.016,-0.016,23.864,5,0.76,0.8
8,2.188,-2.048,11.298,0.000,0.000,0.000,23.864,7.5,0.72,0.72
8,2.167,0.500,12.103,0.000,0.000,0.000,23.864,7,0.74,0.72
8,2.472,0.381,12.109,0.000,0.000,0.000,23.894,5,0.76,0.72
8,1.147,-1.132,14.843,0.000,0.000,0.000,23.987,-1,0.788,0.72
8,2.585,-0.839,11.597,0.000,0.000,0.000,24.140,0,0.78,0.72
8,2.573,0.433,12.107,-0.031,-0.031,-0.031,23.848,0,0.8,0.74
8,1.022,-1.709,11.438,0.020,-0.056,0.126,23.756,0,0.816,0.756
8,2.560,0.528,11.374,-0.046,0.040,0.025,23.802,0,0.84,0.78
8,1.520,1.395,13.378,0.000,0.000,0.000,23.910,0,0.9,0.84
8,1.166,-0.491,14.843,0.000,0.000,0.000,23.833,0,0.936,0.876
8,1.501,-1.468,14.093,0.000,0.000,0.000,25.832,-2,0.876,0.936
8,2.536,-8.549,-5.281,1.017,-0.126,-0.126,25.832,-1,0.84,0.9
8,-1.025,5.847,20.914,0.000,0.000,0.000,25.832,-25,0.92,0.8
9.4,1.367,-0.131,14.062,0.000,0.000,0.000,25.740,-25,0.72,0.72
9.4,-0.336,-0.717,13.528,-0.018,0.000,0.000,25.678,-22.5,0.72,0.74
9.4,0.748,-0.372,14.505,0.000,0.000,0.000,25.586,-20,0.72,0.76
9.4,1.810,0.354,11.768,-0.031,-0.031,-0.031,25.601,0,0.72,0.8
9.4,0.778,-1.389,14.452,0.000,0.000,0.000,24.356,0,0.74,0.82
9.4,0.247,-0.586,15.131,-0.031,-0.031,-0.031,24.110,0,0.752,0.832
9.4,0.272,-2.457,14.194,-0.126,-0.126,-0.126,23.126,0,0.768,0.848
9.4,1.367,-0.250,15.176,-0.126,-0.126,-0.126,22.634,0,0.808,0.888
9.4,1.279,2.502,13.885,0.000,0.000,0.000,21.896,0,0.888,0.968
9.4,1.008,-3.503,20.193,0.059,0.110,0.031,25.586,-32,0.968,0.888
9.4,0.714,-0.483,-0.393,-0.031,-0.031,-0.031,24.602,-20,0.72,0.828
9.4,1.367,-0.711,6.249,0.000,0.000,0.000,20.912,10,0.72,0.908
9.6,1.242,-0.720,14.551,-0.012,0.002,-0.028,20.173,-2,0.72,0.72
9.6,2.072,-1.297,11.935,-0.031,-0.016,-0.016,21.650,1,0.72,0.74
9.6,2.377,-0.031,11.353,-0.016,-0.016,-0.016,20.712,0,0.72,0.736
9.6,1.895,1.062,12.499,0.000,0.000,0.000,20.912,0,0.736,0.752
9.6,1.770,1.062,13.440,0.000,0.000,0.000,20.927,0,0.752,0.768
9.6,0.845,-1.312,11.346,0.000,0.000,0.000,20.912,0,0.788,0.804
9.6,6.015,-6.592,13.916,0.029,-0.048,-0.014,20.712,0,0.884,0.9
9.6,0.568,-0.165,16.110,-0.016,-0.016,-0.016,20.665,0,0.912,0.928
9.6,3.522,0.546,13.281,0.000,0.000,0.000,20.665,0,0.956,0.972
9.6,1.492,-0.409,12.499,0.000,0.000,0.000,27.062,5,0.74,0.772
9.6,1.477,-0.650,13.257,-0.041,0.040,-0.026,25.832,21,0.732,0.8
9.6,3.519,-1.440,14.159,0.000,0.000,0.000,20.665,7,0.84,0.888
9.6,1.010,-0.595,13.779,0.000,0.000,0.000,21.173,-20,0.88,0.828
9.6,1.086,-0.742,13.409,0.000,0.000,0.000,21.173,-40,0.936,0.896
9.6,2.969,-0.735,13.904,0.000,0.000,0.000,21.173,-38,1,0.98
9.8,1.035,-0.375,13.492,-0.029,-0.003,-0.005,28.538,-2,0.72,0.72
9.8,1.041,-0.479,13.416,-0.029,0.001,-0.004,27.308,2,0.72,0.732
9.8,-0.247,-0.104,14.138,-0.031,-0.031,-0.031,24.663,-1,0.72,0.724
9.8,-2.094,-2.158,12.499,0.000,0.000,0.000,23.864,0,0.76,0.768
9.8,0.873,0.238,12.875,-0.030,0.005,-0.054,23.864,0,0.808,0.816
9.8,-1.953,-0.854,13.476,0.000,0.000,0.000,23.956,0,0.832,0.84
9.8,5.649,0.391,18.357,-0.031,-0.031,-0.031,24.002,0,0.868,0.876
9.8,1.672,-1.352,11.984,-0.016,-0.016,-0.016,24.048,0,0.88,0.888
9.8,-1.056,-3.171,9.484,0.000,0.000,0.000,25.586,0,0.88,0.888
9.8,4.556,0.729,14.062,0.000,0.000,0.000,24.602,0,0.92,0.928
9.8,2.716,0.903,13.964,0.000,0.000,0.000,23.864,-3,0.8,0.86
9.8,-0.742,-0.262,14.996,-0.079,-0.055,-0.113,22.388,21,0.76,0.86
9.8,0.589,-0.247,13.281,0.000,0.000,0.000,22.634,-17,0.88,0.8
9.8,0.995,-0.610,13.342,-0.126,-0.126,-0.126,22.572,-12.5,0.96,0.9
9.8,1.050,-0.653,13.501,0.000,0.004,-0.502,22.526,-10,0.96,0.92
9.8,-0.107,-0.540,15.624,0.000,0.000,0.000,22.464,12,0.768,0.848
10,1.068,-0.623,13.535,0.000,0.000,0.000,22.603,18,0.72,0.72
10,1.141,-0.687,13.519,0.000,0.000,0.000,22.618,8,0.74,0.72
10,-0.168,-1.303,14.816,-0.016,-0.016,-0.016,22.726,11,0.76,0.72
10,13.283,2.731,-3.906,0.000,0.000,0.000,22.634,10,0.72,0.748
10,0.989,-1.215,14.758,-0.126,-0.126,-0.126,22.834,4,0.72,0.732
10,1.523,-0.513,13.476,0.000,0.000,0.000,22.680,12,0.76,0.78
10,0.452,0.235,15.070,-0.016,-0.016,-0.016,22.803,10,0.76,0.74
10,3.110,-1.001,11.627,-0.126,-0.126,-0.126,26.939,3,0.78,0.72
10,1.367,0.076,15.225,0.000,0.000,0.000,27.308,1,0.8,0.72
10,-4.298,10.546,12.891,0.250,0.000,0.000,27.246,0,0.812,0.72
10,1.419,-0.781,12.042,-0.063,-0.063,-0.063,27.277,0,0.824,0.732
10,1.212,-0.031,14.840,-0.063,-0.063,-0.063,27.369,0,0.844,0.752
10,0.043,-0.397,13.141,-0.021,-0.010,-0.030,27.293,0,0.856,0.764
10,1.382,1.230,13.968,-0.028,0.042,-0.068,27.277,0,0.96,0.868
10,-0.836,3.543,17.740,-0.059,-0.164,0.014,27.385,0,0.98,0.888
10,1.035,1.288,18.163,0.000,0.000,0.000,27.416,10,0.86,0.98
10,1.425,-2.283,11.655,-0.016,-0.016,-0.016,27.308,1,0.872,0.936
10.2,1.764,-0.943,10.523,-0.016,-0.016,-0.016,21.896,19,0.72,0.72
10.2,1.028,-0.717,13.846,-0.021,-0.016,-0.016,22.142,11,0.72,0.74
10.2,1.794,-0.711,11.420,0.000,0.000,0.000,22.880,21,0.72,0.752
10.2,0.748,-0.543,14.050,-0.026,-0.020,-0.039,22.649,20,0.72,0.712
10.2,0.629,-0.287,14.397,0.000,0.000,0.000,21.404,0,0.804,0.74
10.2,0.330,0.232,16.473,-0.023,0.000,0.000,20.419,0,0.824,0.76
10.2,0.946,-1.001,16.519,-0.030,0.030,-0.052,23.141,0,0.844,0.78
10.2,0.000,-0.717,13.461,-0.031,-0.031,-0.031,20.665,0,0.868,0.804
10.2,1.129,-0.726,13.406,-0.016,-0.016,-0.016,20.665,0,0.908,0.844
10.2,10.461,-3.946,15.573,0.000,0.000,0.000,22.649,0,0.988,0.924
10.2,0.064,-0.653,13.699,0.000,0.000,0.000,22.649,15,0.76,0.72
10.2,1.151,-0.745,13.535,0.000,0.000,0.000,22.649,15,0.78,0.752
10.2,-1.129,-11.721,-0.393,-0.031,-0.031,-0.031,23.141,1,0.852,0.8
10.2,1.154,-1.007,12.955,-0.044,-0.001,-0.072,27.308,23,0.72,0.86
10.2,0.629,0.040,15.082,-0.033,0.023,-0.063,27.308,18,0.772,0.884
10.2,2.469,4.919,23.438,-0.134,0.019,-0.105,27.308,1,0.82,0.844
10.4,0.461,-0.888,14.346,-0.016,-0.016,-0.016,26.324,15,0.72,0.72
10.4,0.192,-1.102,13.086,-0.063,-0.063,-0.078,25.586,20,0.74,0.72
10.4,2.631,-0.583,11.718,0.000,0.000,0.000,25.586,17.5,0.728,0.748
10.4,0.797,-0.732,14.768,-0.031,-0.031,-0.031,25.832,7.5,0.772,0.812
10.4,2.466,-4.126,13.476,0.000,0.000,0.000,24.602,11,0.78,0.836
10.4,1.566,-4.305,11.523,0.002,0.000,0.000,24.756,4,0.792,0.82
10.4,1.584,-1.654,12.164,-0.016,-0.016,-0.016,24.325,0,0.8,0.82
10.4,3.561,-3.461,11.487,0.000,0.000,0.000,24.494,0,0.84,0.86
10.4,3.162,-1.175,11.707,-0.016,-0.016,-0.016,24.494,0,0.864,0.884
10.4,3.119,-1.636,14.261,-0.061,-0.031,-0.031,23.633,0,0.9,0.92
10.4,3.525,0.046,10.155,0.000,0.000,0.000,23.372,0,0.932,0.952
10.4,3.812,-1.300,8.966,-0.126,-0.126,-0.126,23.372,0,0.952,0.968
10.4,4.486,0.986,16.516,0.093,-0.278,-0.183,23.126,0,0.98,1
10.4,-0.439,1.234,16.888,-0.068,0.019,-0.106,22.880,4,1,0.98
10.4,2.155,1.147,15.038,0.000,0.000,0.000,22.634,2,0.94,0.884
10.4,-0.909,-0.174,9.545,0.000,0.000,0.000,23.141,1,0.888,0.804
10.6,1.071,-0.320,7.834,-0.029,-0.031,-0.031,23.218,10,0.72,0.72
10.6,0.128,-1.004,6.687,-0.016,-0.016,-0.016,22.834,20,0.72,0.74
10.6,1.526,0.647,4.886,0.000,0.000,0.000,23.064,17,0.74,0.752
10.6,0.235,-0.104,6.055,-0.014,0.008,-0.085,23.433,19,0.78,0.728
10.6,0.849,-0.098,-0.195,0.098,-0.016,-0.016,23.802,10,0.884,0.8
10.6,-1.379,0.146,9.320,-0.037,-0.020,0.000,24.002,0,0.9,0.8
10.6,1.334,-0.760,7.678,0.000,0.000,0.000,23.679,0,0.82,0.72
10.6,2.316,-1.718,15.624,0.000,0.000,0.000,23.372,0,0.832,0.732
10.6,2.716,-1.126,11.755,-0.051,0.000,0.000,23.418,0,0.852,0.752
10.6,1.617,0.082,13.803,-0.031,-0.031,-0.032,24.310,0,0.864,0.764
10.6,0.131,3.845,16.110,-0.111,0.037,-0.083,23.587,0,0.94,0.84
10.6,0.504,0.134,18.749,0.000,0.000,0.000,23.387,0,1,0.94
10.6,2.133,-1.050,12.592,0.000,0.000,0.000,23.372,17,0.756,0.856
10.6,1.669,-0.931,11.966,-0.016,-0.016,-0.016,23.433,10,0.728,0.78
10.6,-1.019,-1.221,13.699,0.046,0.042,-0.105,23.341,20,0.72,0.76
10.8,0.516,-0.305,12.131,0.027,0.006,-0.062,23.233,17.5,0.72,0.72
10.8,-1.025,-0.168,14.017,0.000,0.028,-0.088,23.279,27.5,0.72,0.74
10.8,-0.436,-0.818,13.266,-0.023,0.000,-0.075,23.372,19,0.74,0.752
10.8,-0.690,-2.139,12.311,0.017,0.002,-0.125,23.295,1.5,0.772,0.724
10.8,-0.461,-0.516,12.723,-0.126,-0.126,-0.126,23.387,0,0.792,0.736
10.8,1.221,-2.310,10.553,0.000,0.000,0.000,23.402,0,0.808,0.752
10.8,-0.391,-0.430,14.254,-0.063,-0.063,-0.063,23.341,0,0.832,0.776
10.8,0.131,-1.141,13.336,-0.003,-0.031,-0.031,23.295,0,0.872,0.816
10.8,-0.378,-2.524,15.913,0,0.000,0.000,23.326,0,0.916,0.86
10.8,-0.378,-2.524,15.913,0,0.000,0.000,23.433,0,0.916,0.86
10.8,-0.742,-0.070,17.361,0.000,0.000,0.000,23.479,0,1,0.944
10.8,-0.217,-0.052,13.876,0.000,0.000,0.000,23.510,10,0.752,0.86
10.8,22.843,12.500,0.000,0.016,0.000,0.000,23.541,1,0.748,0.82
10.8,-0.687,13.770,-2.014,0.004,0.000,0.000,23.510,-3,0.836,0.8
10.8,-0.720,-0.763,13.861,-0.031,-0.031,-0.031,23.479,-4,0.92,0.876
