AngleServo;ax;ay;az;gx;gy;gz;temp;Deviation;V1;V2
0,814814815;0,072387695;0,040405273;0,494506836;-0,007873535;-0,007873535;-0,007873535;0,828125;0;0,784;0,744
0,814814815;0,078979492;-0,053222656;0,749969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,820581897;0;0,792;0,752
0,814814815;0,031860352;-0,041992188;0,999969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,922952586;0;0,8;0,76
0,814814815;-0,035888672;0,049926758;0,511352539;-0,034240723;0,003997803;0,0234375;0,966056034;0;0,88;0,84
0,814814815;0,014892578;0,201538086;0,61340332;-0,06350708;-3,05176E-05;-3,05176E-05;0,942887931;0;0,92;0,88
0,814814815;0,679718018;0,398468018;-0,671875;0,015350342;-0,062774658;-0,062774658;0,942887931;0,025;0,84;0,88
0,814814815;-0,53125;-0,570281982;0,859375;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,918642241;0,125;0,792;0,86
0,814814815;0,039001465;0,171936035;-0,8828125;0,249969482;-3,05176E-05;-3,05176E-05;0,917564655;0,325;0,76;0,86
0,796296296;0,068969727;-0,011230469;0,536865234;-0,021057129;-0,006378174;0,02935791;0,886314655;0,425;0,76;0,86
0,796296296;0,03515625;0,026611328;0,560546875;-0,027008057;-0,00479126;0,027496338;0,917564655;-0,025;0,76;0,72
0,796296296;0,062866211;-0,002685547;0,562469482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,910021552;-0,125;0,76;0,728
0,796296296;-0,468811035;0,312561035;0,4296875;0,007781982;-3,05176E-05;-3,05176E-05;0,935883621;-0,1875;0,76;0,712
0,796296296;0,047363281;-0,07019043;0,503417969;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,934806034;-0,275;0,78;0,72
0,796296296;0,541625977;-0,055664063;-0,007049561;0,022918701;0;0;0,939655172;-0,275;0,8;0,74
0,796296296;-0,867218018;0,273406982;0,773498535;0,000946045;-3,05176E-05;-3,05176E-05;0,9375;0,375;0,76;0,812
0,796296296;-0,05078125;0,030883789;0,343658447;-0,015716553;-0,015716553;-0,015716553;0,943965517;0;0,78;0,74
0,796296296;0,006713867;-0,03503418;0,557739258;-0,00604248;0,005157471;0,012756348;0,94450431;0;0,792;0,752
0,796296296;-0,0390625;-0,009765625;0,578369141;-0,004058838;0,00189209;0,031707764;0,947198276;0;0,88;0,84
0,796296296;0,107299805;-0,197143555;0,58996582;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,949892241;0;0,896;0,856
0,796296296;-0,01184082;0,000610352;0,601928711;-0,016326904;-0,011535645;0,028076172;0,948275862;0;0,928;0,888
0,796296296;0,137939453;-0,067993164;0,454620361;-0,007873535;-0,007873535;-0,007873535;0,96174569;0;0,964;0,924
0,777777778;-0,001464844;-0,007019043;-0,001983643;0,315155029;-3,05176E-05;-3,05176E-05;0,962284483;0,1875;0,76;0,76
0,777777778;0,041381836;0,020263672;0,526733398;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,966056034;0,025;0,8;0,76
0,777777778;-0,015625;-0,020996094;0,585662842;-0,062774658;-0,062774658;-0,062530518;0,974137931;0;0,808;0,76
0,777777778;0,0234375;0,020874023;0,594238281;-0,062774658;-0,062774658;-0,062774658;0,974137931;0;0,816;0,768
0,777777778;0,092895508;-0,038085938;0,488189697;-0,015716553;-0,015716553;-0,015716553;0,974137931;0;0,824;0,776
0,777777778;0,082885742;0,009033203;0,464233398;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,966056034;0;0,88;0,832
0,777777778;0,073852539;-0,060058594;0,515594482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,963900862;0;0,9;0,852
0,777777778;-0,005981445;0,021118164;0,749969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,964439655;0;0,92;0,872
0,777777778;0,046020508;-0,00769043;0,521850586;-0,003936768;-3,05176E-05;-3,05176E-05;0,966056034;-0,325;0,8;0,74
0,777777778;0,091918945;-0,029449463;-3,05176E-05;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,974137931;-0,275;0,72;0,82
0,777777778;0,12097168;0,023284912;-0,031402588;-0,031402588;-0,031402588;-0,031280518;0,974137931;-0,175;0,76;0,9
0,759259259;0,067749023;-0,016357422;0,460205078;-0,015716553;-0,015716553;-0,015716553;0,974137931;0,025;0,72;0,72
0,759259259;-0,054718018;0,56262207;-0,8984375;0;0;0;0,966056034;0,1875;0,74;0,72
0,759259259;0,05065918;-0,057250977;0,593719482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,964439655;-0,05;0,752;0,72
0,759259259;0,059448242;-0,051513672;0,572113037;-0,031402588;-0,031402588;-0,031402588;0,96174569;-0,0625;0,768;0,72
0,759259259;0,110229492;0,012573242;0,466766357;-0,015716553;-0,015716553;-0,015716553;0,949892241;0;0,748;0,72
0,759259259;0,060058594;-0,060180664;0,540039063;0,001739502;-0,011169434;0,038330078;0,939655172;0;0,756;0,728
0,759259259;0,052124023;-0,013305664;0,562469482;-3,05176E-05;-3,05176E-05;-3,05176E-05;-0,827586207;0;0,764;0,736
0,759259259;0,048461914;0,906158447;-0,015716553;-0,015716553;-0,015716553;-0,015655518;0,913793103;0;0,78;0,752
0,759259259;0,055419922;-0,073364258;0,536865234;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,913793103;0;0,788;0,76
0,759259259;0,15625;-0,104736328;0,722900391;0;0;0;0,836206897;0;0,908;0,88
0,759259259;-0,040771484;-0,017456055;0,580810547;-0,013000488;0,001617432;0,018310547;0,887931034;0,0875;0,76;0,788
0,759259259;-0,047363281;-0,071166992;0,499938965;-0,007873535;-0,007873535;-0,007873535;0,836206897;0,125;0,76;0,8
0,740740741;0,087524414;-0,08190918;0,451904297;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,836206897;0,1875;0,72;0,72
0,740740741;0,086669922;0,020019531;0,484130859;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,836206897;0,175;0,74;0,72
0,740740741;0,098876953;0,015258789;0,484344482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,837284483;0,125;0,76;0,72
0,740740741;0,045898438;-0,045288086;0,593719482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,840517241;-0,025;0,788;0,72
0,740740741;0,103393555;-0,033569336;0,463867188;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,845905172;0;0,78;0,72
0,740740741;0,102905273;0,017333984;0,484283447;-0,015716553;-0,015716553;-0,015716553;0,835668103;0;0,8;0,74
0,740740741;0,040893555;-0,068359375;0,457519531;0,009857178;-0,028045654;0,062988281;0,832435345;0;0,816;0,756
0,740740741;0,102416992;0,021118164;0,454956055;-0,022766113;0,020141602;0,012481689;0,834051724;0;0,84;0,78
0,740740741;0,060791016;0,055786133;0,535125732;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,837823276;0;0,9;0,84
0,740740741;0,046630859;-0,01965332;0,593719482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,83512931;0;0,936;0,876
0,740740741;0,060058594;-0,05871582;0,563720703;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,905172414;-0,05;0,876;0,936
0,740740741;0,10144043;-0,341949463;-0,211242676;0,508514404;-0,062774658;-0,062774658;0,905172414;-0,025;0,84;0,9
0,740740741;-0,041015625;0,233886719;0,836547852;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,905172414;-0,625;0,92;0,8
0,87037037;0,0546875;-0,005249023;0,562469482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,901939655;-0,625;0,72;0,72
0,87037037;-0,013427734;-0,028686523;0,541137695;-0,009002686;-3,05176E-05;-3,05176E-05;0,899784483;-0,5625;0,72;0,74
0,87037037;0,029907227;-0,014892578;0,580200195;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,896551724;-0,5;0,72;0,76
0,87037037;0,072387695;0,014160156;0,470703125;-0,015716553;-0,015716553;-0,015716553;0,897090517;0;0,72;0,8
0,87037037;0,03112793;-0,055541992;0,578094482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,853448276;0;0,74;0,82
0,87037037;0,009887695;-0,0234375;0,605224609;-0,015716553;-0,015716553;-0,015716553;0,844827586;0;0,752;0,832
0,87037037;0,010864258;-0,098266602;0,567749023;-0,062774658;-0,062774658;-0,062774658;0,810344828;0;0,768;0,848
0,87037037;0,0546875;-0,010009766;0,607055664;-0,062774658;-0,062774658;-0,062774658;0,793103448;0;0,808;0,888
0,87037037;0,051147461;0,100097656;0,555389404;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,767241379;0;0,888;0,968
0,87037037;0,040313721;-0,140136719;0,807739258;0,029724121;0,055114746;0,015319824;0,896551724;-0,8;0,968;0,888
0,87037037;0,028564453;-0,019317627;-0,015716553;-0,015716553;-0,015716553;-0,015716553;0,862068966;-0,5;0,72;0,828
0,87037037;0,0546875;-0,028442383;0,249969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,732758621;0,25;0,72;0,908
0,888888889;0,049682617;-0,028808594;0,58203125;-0,005859375;0,000946045;-0,013824463;0,706896552;-0,05;0,72;0,72
0,888888889;0,082885742;-0,051879883;0,477416992;-0,015686035;-0,007873535;-0,007873535;0,75862069;0,025;0,72;0,74
0,888888889;0,095092773;-0,001220703;0,454101563;-0,007873535;-0,007873535;-0,007873535;0,72575431;0;0,72;0,736
0,888888889;0,075805664;0,042480469;0,499969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,732758621;0;0,736;0,752
0,888888889;0,070800781;0,042480469;0,537597656;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,733297414;0;0,752;0,768
0,888888889;0,033813477;-0,052490234;0,453857422;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,732758621;0;0,788;0,804
0,888888889;0,240600586;-0,263671875;0,556640625;0,014587402;-0,024078369;-0,007141113;0,72575431;0;0,884;0,9
0,888888889;0,022705078;-0,006591797;0,64440918;-0,007873535;-0,007873535;-0,007873535;0,724137931;0;0,912;0,928
0,888888889;0,140869141;0,021850586;0,53125;0;0;0;0,724137931;0;0,956;0,972
0,888888889;0,059692383;-0,016357422;0,499969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,948275862;0,125;0,74;0,772
0,888888889;0,059082031;-0,026000977;0,530273438;-0,020385742;0,020050049;-0,012878418;0,905172414;0,525;0,732;0,8
0,888888889;0,14074707;-0,057617188;0,566375732;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,724137931;0,175;0,84;0,888
0,888888889;0,040405273;-0,023803711;0,551147461;0;0;0;0,741918103;-0,5;0,88;0,828
0,888888889;0,043457031;-0,029663086;0,536376953;0;0;0;0,741918103;-1;0,936;0,896
0,888888889;0,118774414;-0,029418945;0,556152344;0;0;0;0,741918103;-0,95;1;0,98
0,907407407;0,041381836;-0,015014648;0,539672852;-0,014343262;-0,001556396;-0,002258301;1;-0,05;0,72;0,72
0,907407407;0,041625977;-0,019165039;0,536621094;-0,014465332;0,000549316;-0,00177002;0,956896552;0,05;0,72;0,732
0,907407407;-0,009887695;-0,004150391;0,56552124;-0,015716553;-0,015716553;-0,015716553;0,864224138;-0,025;0,72;0,724
0,907407407;-0,083740234;-0,086303711;0,499969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,836206897;0;0,76;0,768
0,907407407;0,034912109;0,009521484;0,515014648;-0,015106201;0,002563477;-0,026916504;0,836206897;0;0,808;0,816
0,907407407;-0,078125;-0,034179688;0,539031982;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,839439655;0;0,832;0,84
0,907407407;0,225952148;0,015625;0,734283447;-0,015716553;-0,015716553;-0,015716553;0,841056034;0;0,868;0,876
0,907407407;0,066894531;-0,054077148;0,479370117;-0,007873535;-0,007873535;-0,007873535;0,842672414;0;0,88;0,888
0,907407407;-0,042236328;-0,126831055;0,379364014;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,896551724;0;0,88;0,888
0,907407407;0,182250977;0,029174805;0,562469482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,862068966;0;0,92;0,928
0,907407407;0,108642578;0,036132813;0,558563232;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,836206897;-0,075;0,8;0,86
0,907407407;-0,029663086;-0,010498047;0,599853516;-0,039611816;-0,027252197;-0,056335449;0,784482759;0,525;0,76;0,86
0,907407407;0,02355957;-0,009887695;0,53125;0;0;0;0,793103448;-0,425;0,88;0,8
0,907407407;0,039794922;-0,024414063;0,533660889;-0,062774658;-0,062774658;-0,062774658;0,790948276;-0,3125;0,96;0,9
0,907407407;0,041992188;-0,026123047;0,540039063;0;0,001922607;-0,25100708;0,789331897;-0,25;0,96;0,92
0,907407407;-0,004272461;-0,021606445;0,624969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,787176724;0,3;0,768;0,848
0,925925926;0,042724609;-0,024902344;0,541381836;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,792025862;0,45;0,72;0,72
0,925925926;0,045654297;-0,02746582;0,540771484;0;0;0;0,792564655;0,2;0,74;0,72
0,925925926;-0,006713867;-0,052124023;0,592651367;-0,007873535;-0,007873535;-0,007873535;0,796336207;0,275;0,76;0,72
0,925925926;0,531311035;0,109222412;-0,15625;0;0;0;0,793103448;0,25;0,72;0,748
0,925925926;0,039550781;-0,048583984;0,590332031;-0,062774658;-0,062774658;-0,062774658;0,800107759;0,1;0,72;0,732
0,925925926;0,060913086;-0,020507813;0,539031982;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,794719828;0,3;0,76;0,78
0,925925926;0,018066406;0,009399414;0,602783203;-0,007873535;-0,007873535;-0,007873535;0,799030172;0,25;0,76;0,74
0,925925926;0,124389648;-0,040039063;0,465087891;-0,062774658;-0,062774658;-0,062774658;0,943965517;0,075;0,78;0,72
0,925925926;0,0546875;0,003051758;0,609008789;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,956896552;0,025;0,8;0,72
0,925925926;-0,171905518;0,421844482;0,515625;0,124969482;-3,05176E-05;-3,05176E-05;0,954741379;0;0,812;0,72
0,925925926;0,056762695;-0,03125;0,481689453;-0,031402588;-0,031402588;-0,031402588;0,955818966;0;0,824;0,732
0,925925926;0,048461914;-0,001220703;0,593597412;-0,031402588;-0,031402588;-0,031402588;0,959051724;0;0,844;0,752
0,925925926;0,001708984;-0,015869141;0,525634766;-0,010284424;-0,005126953;-0,014831543;0,956357759;0;0,856;0,764
0,925925926;0,055297852;0,049194336;0,55871582;-0,013916016;0,020965576;-0,034210205;0,955818966;0;0,96;0,868
0,925925926;-0,033447266;0,141723633;0,709594727;-0,029296875;-0,081970215;0,00692749;0,959590517;0;0,98;0,888
0,925925926;0,041381836;0,051513672;0,726531982;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,960668103;0,25;0,86;0,98
0,925925926;0,057006836;-0,091308594;0,466186523;-0,007873535;-0,007873535;-0,007873535;0,956896552;0,025;0,872;0,936
0,944444444;0,070556641;-0,037719727;0,420928955;-0,007873535;-0,007873535;-0,007873535;0,767241379;0,475;0,72;0,72
0,944444444;0,041137695;-0,028686523;0,553833008;-0,010467529;-0,007873535;-0,007873535;0,775862069;0,275;0,72;0,74
0,944444444;0,071777344;-0,028442383;0,456787109;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,801724138;0,525;0,72;0,752
0,944444444;0,029907227;-0,021728516;0,562011719;-0,013153076;-0,009979248;-0,019592285;0,793642241;0,5;0,72;0,712
0,944444444;0,025146484;-0,011474609;0,575897217;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,75;0;0,804;0,74
0,944444444;0,013183594;0,009277344;0,658935547;-0,011749268;-3,05176E-05;-3,05176E-05;0,715517241;0;0,824;0,76
0,944444444;0,037841797;-0,040039063;0,660766602;-0,015228271;0,014831543;-0,026000977;0,810883621;0;0,844;0,78
0,944444444;0;-0,028686523;0,538452148;-0,015716553;-0,015716553;-0,015716553;0,724137931;0;0,868;0,804
0,944444444;0,045166016;-0,029052734;0,536254883;-0,007873535;-0,007873535;-0,007873535;0,724137931;0;0,908;0,844
0,944444444;0,418457031;-0,157836914;0,622924805;0;0;0;0,793642241;0;0,988;0,924
0,944444444;0,002563477;-0,026123047;0,547973633;0;0;0;0,793642241;0,375;0,76;0,72
0,944444444;0,046020508;-0,029785156;0,541381836;0;0;0;0,793642241;0,375;0,78;0,752
0,944444444;-0,045166016;-0,468841553;-0,015716553;-0,015716553;-0,015716553;-0,015655518;0,810883621;0,025;0,852;0,8
0,944444444;0,046142578;-0,040283203;0,518188477;-0,021850586;-0,000610352;-0,035858154;0,956896552;0,575;0,72;0,86
0,944444444;0,025146484;0,001586914;0,603271484;-0,016571045;0,011505127;-0,03125;0,956896552;0,45;0,772;0,884
0,944444444;0,098754883;0,196777344;0,9375;-0,066772461;0,009429932;-0,052642822;0,956896552;0,025;0,82;0,844
0,962962963;0,018432617;-0,035522461;0,573852539;-0,007873535;-0,007873535;-0,007873535;0,922413793;0,375;0,72;0,72
0,962962963;0,00769043;-0,044067383;0,5234375;-0,031402588;-0,031402588;-0,039093018;0,896551724;0,5;0,74;0,72
0,962962963;0,105224609;-0,02331543;0,468719482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,896551724;0,4375;0,728;0,748
0,962962963;0,031860352;-0,029296875;0,59072876;-0,015716553;-0,015716553;-0,015716553;0,905172414;0,1875;0,772;0,812
0,962962963;0,098632813;-0,165039063;0,539031982;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,862068966;0,275;0,78;0,836
0,962962963;0,06262207;-0,172210693;0,4609375;0,000946045;-3,05176E-05;-3,05176E-05;0,867456897;0,1;0,792;0,82
0,962962963;0,063354492;-0,066162109;0,486572266;-0,007873535;-0,007873535;-0,007873535;0,85237069;0;0,8;0,82
0,962962963;0,142456055;-0,138427734;0,459472656;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,858297414;0;0,84;0,86
0,962962963;0,126464844;-0,04699707;0,468292236;-0,007873535;-0,007873535;-0,007873535;0,858297414;0;0,864;0,884
0,962962963;0,124755859;-0,065429688;0,57043457;-0,03036499;-0,015716553;-0,015716553;0,828125;0;0,9;0,92
0,962962963;0,140991211;0,001831055;0,406219482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,818965517;0;0,932;0,952
0,962962963;0,15246582;-0,052001953;0,358642578;-0,062774658;-0,062774658;-0,062774658;0,818965517;0;0,952;0,968
0,962962963;0,179443359;0,039428711;0,660644531;0,046386719;-0,139038086;-0,091644287;0,810344828;0;0,98;1
0,962962963;-0,017578125;0,049377441;0,675537109;-0,033813477;0,009429932;-0,052886963;0,801724138;0,1;1;0,98
0,962962963;0,086181641;0,045898438;0,601531982;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,793103448;0,05;0,94;0,884
0,962962963;-0,036376953;-0,006958008;0,38180542;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,810883621;0,025;0,888;0,804
0,981481481;0,04284668;-0,012817383;0,313354492;-0,01473999;-0,015716553;-0,015716553;0,813577586;0,25;0,72;0,72
0,981481481;0,005126953;-0,040161133;0,267486572;-0,007873535;-0,007873535;-0,007873535;0,800107759;0,5;0,72;0,74
0,981481481;0,061035156;0,025878906;0,19543457;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,808189655;0,425;0,74;0,752
0,981481481;0,009399414;-0,004150391;0,2421875;-0,007019043;0,004180908;-0,042388916;0,82112069;0,475;0,78;0,728
0,981481481;0,033966064;-0,003936768;-0,0078125;0,049194336;-0,007873535;-0,007873535;0,834051724;0,25;0,884;0,8
0,981481481;-0,055175781;0,005859375;0,372802734;-0,018310547;-0,009979248;-3,05176E-05;0,841056034;0;0,9;0,8
0,981481481;0,053344727;-0,030395508;0,307128906;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,829741379;0;0,82;0,72
0,981481481;0,092651367;-0,068725586;0,624969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,818965517;0;0,832;0,732
0,981481481;0,108642578;-0,045043945;0,470214844;-0,025665283;-3,05176E-05;-3,05176E-05;0,820581897;0;0,852;0,752
0,981481481;0,064697266;0,003295898;0,552124023;-0,015716553;-0,015716553;-0,015899658;0,851831897;0;0,864;0,764
0,981481481;0,005249023;0,153808594;0,64440918;-0,055664063;0,018463135;-0,041503906;0,826508621;0;0,94;0,84
0,981481481;0,020141602;0,005371094;0,749969482;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,81950431;0;1;0,94
0,981481481;0,085327148;-0,041992188;0,503662109;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,818965517;0,425;0,756;0,856
0,981481481;0,066772461;-0,037231445;0,478637695;-0,007873535;-0,007873535;-0,007873535;0,82112069;0,25;0,728;0,78
0,981481481;-0,040771484;-0,048828125;0,547973633;0,022857666;0,021240234;-0,052398682;0,817887931;0,5;0,72;0,76
1;0,020629883;-0,012207031;0,485229492;0,013305664;0,003112793;-0,030853271;0,814116379;0,4375;0,72;0,72
1;-0,041015625;-0,006713867;0,560668945;0,000213623;0,014038086;-0,04385376;0,815732759;0,6875;0,72;0,74
1;-0,017456055;-0,032714844;0,530639648;-0,01159668;-0,000152588;-0,037261963;0,818965517;0,475;0,74;0,752
1;-0,027587891;-0,085571289;0,492431641;0,008575439;0,000915527;-0,062530518;0,816271552;0,0375;0,772;0,724
1;-0,018432617;-0,020629883;0,508911133;-0,062774658;-0,062774658;-0,062774658;0,81950431;0;0,792;0,736
1;0,048828125;-0,092407227;0,422119141;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,820043103;0;0,808;0,752
1;-0,015625;-0,017211914;0,570159912;-0,031402588;-0,031402588;-0,031402588;0,817887931;0;0,832;0,776
1;0,005249023;-0,045654297;0,533447266;-0,001556396;-0,015716553;-0,015716553;0,816271552;0;0,872;0,816
1;-0,015136719;-0,100952148;0,636505127;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,817349138;0;0,916;0,86
1;-0,015136719;-0,100952148;0,636505127;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,82112069;0;0,916;0,86
1;-0,029663086;-0,002807617;0,694458008;0;0;0;0,822737069;0;1;0,944
1;-0,008666992;-0,002075195;0,555053711;-3,05176E-05;-3,05176E-05;-3,05176E-05;0,823814655;0,25;0,752;0,86
1;0,913726807;0,5;0;0,007781982;-3,05176E-05;-3,05176E-05;0,824892241;0,025;0,748;0,82
1;-0,02746582;0,55078125;-0,080566406;0,001922607;-3,05176E-05;-3,05176E-05;0,823814655;-0,075;0,836;0,8
1;-0,028808594;-0,030517578;0,554443359;-0,015716553;-0,015716553;-0,015716553;0,822737069;-0,1;0,92;0,876
